iter,train_loss,lr,mfu,dt_ms,tokens_seen
5010,3.7372,0.01196386,0.0947,2050.14,492503040
5020,3.8667,0.01193402,0.0958,2052.18,493486080
5030,3.5667,0.01190417,0.0967,2053.23,494469120
5040,4.288,0.01187429,0.0975,2053.35,495452160
5050,3.6106,0.0118444,0.0982,2053.76,496435200
5060,4.1073,0.01181449,0.0989,2053.99,497418240
5070,3.001,0.01178456,0.0995,2054.55,498401280
5080,3.8346,0.01175462,0.1,2053.5,499384320
5090,3.7451,0.01172466,0.1005,2053.61,500367360
5100,3.5105,0.01169468,0.0936,6811.35,501350400
5110,4.2784,0.01166469,0.0947,2053.7,502333440
5120,4.2972,0.01163469,0.0957,2055.21,503316480
5130,3.3987,0.01160467,0.0966,2053.05,504299520
5140,3.8715,0.01157463,0.0975,2054.11,505282560
5150,3.714,0.01154458,0.0982,2055.98,506265600
5160,3.719,0.01151452,0.0988,2056.12,507248640
5170,4.0928,0.01148444,0.0994,2057.19,508231680
5180,4.1239,0.01145435,0.1,2056.58,509214720
5190,3.6872,0.01142425,0.1004,2057.27,510197760
5200,3.5762,0.01139413,0.0948,4870.95,511180800
5210,3.5502,0.011364,0.0958,2056.49,512163840
5220,3.8629,0.01133386,0.0967,2056.17,513146880
5230,3.8943,0.0113037,0.0975,2057.5,514129920
5240,3.7012,0.01127354,0.0982,2057.73,515112960
5250,3.5378,0.01124336,0.0988,2057.07,516096000
5260,3.7306,0.01121317,0.0994,2057.93,517079040
5270,3.4778,0.01118297,0.0999,2057.32,518062080
5280,3.5503,0.01115276,0.1004,2057.16,519045120
5290,3.9535,0.01112254,0.1008,2057.27,520028160
5300,4.0383,0.01109231,0.0952,4873.56,521011200
5310,4.0585,0.01106207,0.0961,2057.02,521994240
5320,3.9777,0.01103182,0.097,2057.52,522977280
5330,3.6224,0.01100156,0.0977,2057.59,523960320
5340,4.0097,0.01097129,0.0984,2058.14,524943360
5350,3.7589,0.01094101,0.099,2057.56,525926400
5360,3.703,0.01091072,0.0996,2056.54,526909440
5370,3.9032,0.01088043,0.1001,2056.8,527892480
5380,4.0336,0.01085013,0.1006,2057.42,528875520
5390,4.2416,0.01081982,0.101,2056.76,529858560
5400,3.6424,0.0107895,0.094,6805.84,530841600
5410,3.5922,0.01075917,0.0951,2058.59,531824640
5420,3.7476,0.01072884,0.096,2059.67,532807680
5430,3.4847,0.0106985,0.0969,2059.61,533790720
5440,3.8628,0.01066816,0.0977,2059.67,534773760
5450,3.762,0.01063781,0.0983,2060.12,535756800
5460,3.784,0.01060746,0.099,2060.67,536739840
5470,3.2713,0.01057709,0.0995,2059.34,537722880
5480,3.6558,0.01054673,0.1,2059.61,538705920
5490,4.0034,0.01051636,0.1005,2060.0,539688960
5500,3.7412,0.01048598,0.0936,6800.49,540672000
5510,3.6655,0.0104556,0.0947,2052.88,541655040
5520,4.0568,0.01042522,0.0957,2056.74,542638080
5530,3.7153,0.01039483,0.0966,2057.17,543621120
5540,3.7799,0.01036444,0.0974,2057.03,544604160
5550,3.6852,0.01033405,0.0981,2057.13,545587200
5560,3.3555,0.01030365,0.0988,2057.38,546570240
5570,3.9883,0.01027325,0.0994,2058.67,547553280
5580,3.3316,0.01024285,0.0999,2058.41,548536320
5590,3.5695,0.01021245,0.1004,2058.56,549519360
5600,3.9768,0.01018204,0.0947,4875.94,550502400
5610,3.8644,0.01015163,0.0957,2058.55,551485440
5620,3.8754,0.01012123,0.0966,2058.47,552468480
5630,3.8182,0.01009082,0.0974,2058.42,553451520
5640,3.7911,0.01006041,0.0981,2058.15,554434560
5650,3.6699,0.01003,0.0988,2058.47,555417600
5660,3.838,0.009999591,0.0994,2058.02,556400640
5670,3.4012,0.009969182,0.0999,2058.06,557383680
5680,3.5107,0.009938773,0.1004,2058.43,558366720
5690,3.4529,0.009908365,0.1008,2057.9,559349760
5700,3.1884,0.009877959,0.0951,4875.71,560332800
5710,3.4911,0.009847554,0.0961,2057.91,561315840
5720,3.6985,0.00981715,0.0969,2057.75,562298880
5730,3.7515,0.009786749,0.0977,2058.56,563281920
5740,3.4226,0.00975635,0.0984,2058.04,564264960
5750,3.6923,0.009725953,0.099,2057.29,565248000
5760,3.3745,0.009695559,0.0996,2056.98,566231040
5770,3.4144,0.009665169,0.1001,2057.74,567214080
5780,3.5144,0.009634781,0.1005,2058.3,568197120
5790,3.8678,0.009604398,0.1009,2057.27,569180160
5800,3.5337,0.009574018,0.0953,4874.09,570163200
5810,3.5697,0.009543643,0.0962,2057.12,571146240
5820,3.8717,0.009513272,0.097,2058.77,572129280
5830,3.6522,0.009482906,0.0978,2058.03,573112320
5840,3.4886,0.009452545,0.0985,2059.02,574095360
5850,4.0767,0.009422189,0.0991,2058.35,575078400
5860,3.4621,0.009391839,0.0996,2057.61,576061440
5870,3.2223,0.009361495,0.1001,2057.86,577044480
5880,4.0203,0.009331157,0.1006,2056.98,578027520
5890,3.7347,0.009300826,0.101,2058.29,579010560
5900,3.5064,0.009270502,0.0953,4876.42,579993600
5910,4.2075,0.009240184,0.0962,2058.48,580976640
5920,3.4385,0.009209874,0.0971,2057.79,581959680
5930,3.9237,0.009179572,0.0978,2058.44,582942720
5940,3.8358,0.009149277,0.0985,2057.61,583925760
5950,3.9279,0.009118991,0.0991,2058.13,584908800
5960,3.9081,0.009088713,0.0997,2057.75,585891840
5970,3.3762,0.009058444,0.1002,2057.91,586874880
5980,3.9022,0.009028183,0.1006,2058.11,587857920
5990,3.3885,0.008997933,0.101,2058.16,588840960
6000,3.7248,0.008967692,0.0941,6780.44,589824000
6010,3.3256,0.00893746,0.0952,2054.45,590807040
6020,3.9142,0.008907239,0.0961,2056.92,591790080
6030,3.7354,0.008877028,0.097,2056.83,592773120
6040,4.1971,0.008846828,0.0977,2057.05,593756160
6050,3.6522,0.008816639,0.0984,2057.85,594739200
6060,4.0117,0.008786462,0.099,2058.77,595722240
6070,3.266,0.008756296,0.0996,2057.77,596705280
6080,3.7259,0.008726141,0.1001,2057.57,597688320
6090,3.8595,0.008695999,0.1006,2058.83,598671360
6100,3.8418,0.00866587,0.0949,4874.9,599654400
6110,3.8271,0.008635753,0.0959,2058.46,600637440
6120,3.5868,0.008605649,0.0968,2058.67,601620480
6130,3.4532,0.008575558,0.0975,2058.51,602603520
6140,3.3683,0.008545481,0.0982,2059.16,603586560
6150,3.4088,0.008515417,0.0989,2058.22,604569600
6160,3.6348,0.008485368,0.0994,2059.08,605552640
6170,3.5371,0.008455333,0.1,2058.88,606535680
6180,3.5858,0.008425312,0.1004,2060.0,607518720
6190,3.6613,0.008395307,0.1008,2059.4,608501760
6200,3.6186,0.008365317,0.0939,6915.53,609484800
6210,3.4851,0.008335342,0.0949,2060.75,610467840
6220,3.3325,0.008305383,0.0959,2061.56,611450880
6230,3.3739,0.00827544,0.0967,2061.82,612433920
6240,3.6676,0.008245514,0.0975,2062.22,613416960
6250,3.9781,0.008215604,0.0982,2063.99,614400000
6260,3.8481,0.00818571,0.0988,2062.79,615383040
6270,3.4425,0.008155834,0.0994,2063.31,616366080
6280,3.888,0.008125976,0.0998,2063.98,617349120
6290,3.8312,0.008096135,0.1003,2064.56,618332160
6300,3.4769,0.008066312,0.0934,6938.94,619315200
6310,3.5337,0.008036508,0.0945,2061.17,620298240
6320,3.9252,0.008006722,0.0955,2062.54,621281280
6330,3.7027,0.007976955,0.0964,2062.34,622264320
6340,3.4819,0.007947207,0.0972,2061.01,623247360
6350,3.3743,0.007917478,0.0979,2062.0,624230400
6360,3.7187,0.007887769,0.0985,2062.15,625213440
6370,3.3637,0.00785808,0.0991,2061.8,626196480
6380,3.5822,0.007828411,0.0997,2061.86,627179520
6390,2.9705,0.007798762,0.1001,2064.41,628162560
6400,3.945,0.007769135,0.0945,4883.6,629145600
6410,3.5687,0.007739528,0.0955,2065.66,630128640
6420,3.588,0.007709943,0.0964,2064.69,631111680
6430,3.7864,0.007680379,0.0972,2062.81,632094720
6440,3.9206,0.007650837,0.0979,2063.95,633077760
6450,3.3164,0.007621317,0.0985,2064.85,634060800
6460,3.4475,0.00759182,0.0991,2062.98,635043840
6470,3.8978,0.007562345,0.0996,2061.7,636026880
6480,3.4389,0.007532894,0.1001,2063.6,637009920
6490,3.8422,0.007503465,0.1005,2063.69,637992960
6500,3.7096,0.00747406,0.0936,6803.91,638976000
6510,3.7927,0.007444679,0.0947,2059.14,639959040
6520,3.4873,0.007415322,0.0957,2058.2,640942080
6530,3.8175,0.007385989,0.0966,2059.8,641925120
6540,3.5644,0.007356681,0.0974,2059.42,642908160
6550,3.6374,0.007327397,0.0981,2060.76,643891200
6560,3.6352,0.007298139,0.0987,2061.01,644874240
6570,3.9793,0.007268906,0.0993,2060.27,645857280
6580,3.4553,0.007239699,0.0998,2061.3,646840320
6590,3.4805,0.007210518,0.1003,2060.16,647823360
6600,3.3852,0.007181363,0.0947,4881.69,648806400
6610,3.7587,0.007152235,0.0957,2060.27,649789440
6620,3.8235,0.007123133,0.0965,2060.47,650772480
6630,3.7791,0.007094059,0.0973,2060.91,651755520
6640,3.3019,0.007065011,0.098,2061.73,652738560
6650,3.4327,0.007035991,0.0987,2060.4,653721600
6660,4.0591,0.007007,0.0993,2061.11,654704640
6670,3.6161,0.006978036,0.0998,2061.34,655687680
6680,3.8677,0.006949101,0.1003,2061.73,656670720
6690,3.6237,0.006920194,0.1007,2060.79,657653760
6700,3.9413,0.006891316,0.0938,6790.08,658636800
6710,3.3102,0.006862468,0.0949,2058.25,659619840
6720,4.0839,0.006833649,0.0958,2059.2,660602880
6730,3.569,0.006804859,0.0967,2059.54,661585920
6740,3.958,0.0067761,0.0975,2061.09,662568960
6750,3.6155,0.006747371,0.0982,2061.03,663552000
6760,3.7871,0.006718672,0.0988,2061.29,664535040
6770,3.6394,0.006690004,0.0994,2062.17,665518080
6780,3.5176,0.006661368,0.0999,2061.23,666501120
6790,3.0117,0.006632763,0.1003,2059.59,667484160
6800,3.3522,0.006604189,0.0934,6963.15,668467200
6810,3.6731,0.006575647,0.0945,2061.5,669450240
6820,3.159,0.006547137,0.0955,2060.63,670433280
6830,3.9029,0.00651866,0.0964,2064.82,671416320
6840,3.5497,0.006490215,0.0972,2064.24,672399360
6850,3.579,0.006461804,0.0979,2064.08,673382400
6860,3.6232,0.006433425,0.0985,2063.49,674365440
6870,3.7251,0.00640508,0.0991,2063.21,675348480
6880,3.2256,0.006376769,0.0996,2062.67,676331520
6890,3.9854,0.006348491,0.1001,2061.66,677314560
6900,3.4595,0.006320248,0.0945,4880.74,678297600
6910,3.7485,0.00629204,0.0955,2062.2,679280640
6920,3.5696,0.006263866,0.0964,2062.19,680263680
6930,2.8904,0.006235727,0.0972,2062.77,681246720
6940,3.6494,0.006207624,0.0979,2062.03,682229760
6950,3.2863,0.006179556,0.0986,2062.23,683212800
6960,3.6613,0.006151524,0.0992,2061.98,684195840
6970,3.4973,0.006123528,0.0997,2062.46,685178880
6980,3.444,0.006095568,0.1001,2063.41,686161920
6990,3.5659,0.006067645,0.1006,2063.42,687144960
7000,3.1403,0.006039759,0.0937,6804.5,688128000
7010,3.8246,0.00601191,0.0948,2058.42,689111040
7020,3.0456,0.005984098,0.0957,2059.35,690094080
7030,3.752,0.005956324,0.0966,2059.93,691077120
7040,3.7022,0.005928588,0.0974,2060.61,692060160
7050,3.4421,0.00590089,0.0981,2059.7,693043200
7060,3.7428,0.00587323,0.0988,2059.8,694026240
7070,3.5565,0.005845609,0.0993,2060.63,695009280
7080,3.732,0.005818027,0.0999,2059.96,695992320
7090,3.6022,0.005790484,0.1003,2059.94,696975360
7100,3.192,0.005762981,0.0947,4881.02,697958400
7110,3.0094,0.005735517,0.0957,2059.94,698941440
7120,3.2955,0.005708094,0.0966,2060.89,699924480
7130,3.4863,0.00568071,0.0974,2059.26,700907520
7140,3.8915,0.005653367,0.0981,2060.41,701890560
7150,3.7,0.005626065,0.0987,2060.57,702873600
7160,3.8537,0.005598803,0.0993,2060.91,703856640
7170,3.9443,0.005571583,0.0998,2060.73,704839680
7180,3.7254,0.005544404,0.1003,2059.49,705822720
7190,3.6317,0.005517267,0.1007,2060.24,706805760
7200,3.6658,0.005490173,0.0938,6802.87,707788800
7210,3.6592,0.00546312,0.0949,2061.5,708771840
7220,3.6232,0.00543611,0.0958,2061.6,709754880
7230,3.7884,0.005409142,0.0967,2063.11,710737920
7240,3.7065,0.005382218,0.0974,2062.47,711720960
7250,2.9668,0.005355336,0.0981,2062.61,712704000
7260,3.6117,0.005328498,0.0988,2063.18,713687040
7270,3.5778,0.005301704,0.0993,2061.72,714670080
7280,3.4737,0.005274954,0.0998,2062.36,715653120
7290,3.7881,0.005248249,0.1003,2062.03,716636160
7300,3.5863,0.005221587,0.0947,4883.32,717619200
7310,3.3586,0.005194971,0.0957,2061.15,718602240
7320,3.3167,0.005168399,0.0965,2062.67,719585280
7330,3.8325,0.005141873,0.0973,2064.47,720568320
7340,3.781,0.005115392,0.098,2063.37,721551360
7350,3.5845,0.005088956,0.0986,2062.54,722534400
7360,3.6955,0.005062567,0.0992,2062.46,723517440
7370,3.5653,0.005036224,0.0997,2063.75,724500480
7380,3.8504,0.005009928,0.1002,2062.7,725483520
7390,3.6898,0.004983678,0.1006,2062.02,726466560
7400,3.2887,0.004957475,0.095,4886.91,727449600
7410,3.4311,0.004931319,0.0959,2063.6,728432640
7420,3.2389,0.004905211,0.0968,2062.05,729415680
7430,3.5979,0.00487915,0.0975,2062.47,730398720
7440,3.751,0.004853137,0.0982,2062.89,731381760
7450,3.2528,0.004827173,0.0988,2062.9,732364800
7460,3.59,0.004801257,0.0994,2062.71,733347840
7470,3.6149,0.004775389,0.0999,2063.27,734330880
7480,3.5972,0.004749571,0.1003,2063.76,735313920
7490,3.5008,0.004723801,0.1007,2062.68,736296960
7500,3.4111,0.004698081,0.0938,6899.61,737280000
7510,3.5577,0.004672411,0.0948,2061.25,738263040
7520,3.6784,0.00464679,0.0958,2062.64,739246080
7530,3.1487,0.004621219,0.0967,2062.07,740229120
7540,3.69,0.004595699,0.0974,2063.74,741212160
7550,3.3784,0.004570229,0.0981,2064.91,742195200
7560,3.5146,0.00454481,0.0987,2062.59,743178240
7570,3.278,0.004519442,0.0993,2061.7,744161280
7580,3.5175,0.004494126,0.0998,2063.76,745144320
7590,3.5452,0.004468861,0.1003,2062.13,746127360
7600,3.3242,0.004443647,0.0934,6840.51,747110400
7610,3.6435,0.004418486,0.0945,2063.75,748093440
7620,3.2214,0.004393377,0.0955,2062.3,749076480
7630,3.5816,0.00436832,0.0964,2064.7,750059520
7640,3.8275,0.004343316,0.0971,2065.15,751042560
7650,4.0144,0.004318364,0.0979,2063.81,752025600
7660,3.4907,0.004293466,0.0985,2063.61,753008640
7670,3.8077,0.004268622,0.0991,2064.61,753991680
7680,3.689,0.00424383,0.0996,2065.21,754974720
7690,3.7468,0.004219093,0.1001,2063.95,755957760
7700,3.7827,0.00419441,0.0945,4884.57,756940800
7710,3.3547,0.004169781,0.0955,2064.11,757923840
7720,3.3546,0.004145207,0.0963,2064.64,758906880
7730,3.8764,0.004120687,0.0971,2063.97,759889920
7740,3.3438,0.004096222,0.0979,2064.37,760872960
7750,3.3151,0.004071813,0.0985,2065.2,761856000
7760,3.6071,0.004047459,0.0991,2064.78,762839040
7770,3.5259,0.00402316,0.0996,2066.29,763822080
7780,3.5031,0.003998918,0.1001,2064.5,764805120
7790,3.6236,0.003974731,0.1005,2062.35,765788160
7800,3.6672,0.003950601,0.0948,4885.35,766771200
7810,3.509,0.003926528,0.0958,2064.42,767754240
7820,3.671,0.003902511,0.0966,2064.33,768737280
7830,3.3176,0.003878551,0.0974,2063.62,769720320
7840,3.5635,0.003854649,0.0981,2061.99,770703360
7850,3.7076,0.003830804,0.0987,2063.0,771686400
7860,3.3768,0.003807016,0.0993,2063.08,772669440
7870,3.0675,0.003783287,0.0998,2063.68,773652480
7880,3.7705,0.003759615,0.1003,2063.56,774635520
7890,3.6333,0.003736002,0.1007,2063.71,775618560
7900,3.4829,0.003712448,0.0937,6908.63,776601600
7910,3.1429,0.003688952,0.0948,2061.47,777584640
7920,3.671,0.003665515,0.0957,2064.1,778567680
7930,3.5738,0.003642138,0.0966,2063.65,779550720
7940,3.3318,0.00361882,0.0974,2064.44,780533760
7950,3.431,0.003595561,0.0981,2064.68,781516800
7960,3.6206,0.003572362,0.0987,2063.5,782499840
7970,3.2912,0.003549224,0.0992,2065.39,783482880
7980,3.8541,0.003526146,0.0998,2063.97,784465920
7990,3.6577,0.003503128,0.1002,2065.2,785448960
8000,3.3292,0.003480171,0.0933,6811.37,786432000
8010,3.4177,0.003457275,0.0944,2064.0,787415040
8020,3.1531,0.00343444,0.0954,2064.13,788398080
8030,3.194,0.003411666,0.0963,2065.14,789381120
8040,3.2771,0.003388954,0.0971,2064.32,790364160
8050,3.0599,0.003366304,0.0978,2063.57,791347200
8060,3.0002,0.003343716,0.0985,2066.41,792330240
8070,2.9356,0.00332119,0.099,2064.85,793313280
8080,3.3288,0.003298726,0.0996,2063.84,794296320
8090,3.332,0.003276325,0.1,2064.85,795279360
8100,3.3872,0.003253987,0.0932,6845.48,796262400
8110,3.1787,0.003231712,0.0943,2063.93,797245440
8120,3.567,0.0032095,0.0953,2062.19,798228480
8130,3.611,0.003187352,0.0962,2062.95,799211520
8140,3.3896,0.003165267,0.097,2063.92,800194560
8150,2.798,0.003143246,0.0978,2064.18,801177600
8160,3.6676,0.003121289,0.0984,2066.09,802160640
8170,3.6431,0.003099397,0.099,2062.9,803143680
8180,3.2493,0.003077569,0.0995,2064.79,804126720
8190,3.6505,0.003055805,0.1,2064.33,805109760
8200,3.4099,0.003034107,0.0931,6894.64,806092800
8210,3.4784,0.003012473,0.0943,2058.11,807075840
8220,3.2639,0.002990905,0.0953,2059.35,808058880
8230,3.4024,0.002969402,0.0962,2061.1,809041920
8240,3.4279,0.002947965,0.097,2061.02,810024960
8250,3.6662,0.002926594,0.0978,2059.99,811008000
8260,3.0228,0.002905289,0.0985,2060.4,811991040
8270,3.5084,0.00288405,0.0991,2060.01,812974080
8280,3.5778,0.002862878,0.0996,2060.41,813957120
8290,3.8479,0.002841772,0.1001,2061.43,814940160
8300,3.5229,0.002820734,0.0932,6814.42,815923200
8310,3.6589,0.002799762,0.0944,2058.48,816906240
8320,3.2531,0.002778858,0.0954,2060.79,817889280
8330,3.2067,0.002758021,0.0963,2059.35,818872320
8340,3.2114,0.002737252,0.0971,2060.15,819855360
8350,3.4381,0.00271655,0.0979,2060.03,820838400
8360,3.1326,0.002695917,0.0985,2059.64,821821440
8370,3.4848,0.002675352,0.0991,2061.25,822804480
8380,3.0348,0.002654855,0.0997,2060.17,823787520
8390,3.2141,0.002634427,0.1001,2060.98,824770560
8400,3.2455,0.002614067,0.0933,6785.84,825753600
8410,3.3377,0.002593777,0.0944,2057.83,826736640
8420,3.3028,0.002573556,0.0954,2059.05,827719680
8430,3.4489,0.002553404,0.0964,2059.92,828702720
8440,3.2446,0.002533322,0.0972,2060.07,829685760
8450,3.3786,0.002513309,0.0979,2060.28,830668800
8460,3.2393,0.002493367,0.0986,2060.71,831651840
8470,3.3584,0.002473494,0.0992,2060.74,832634880
8480,3.3449,0.002453692,0.0997,2059.59,833617920
8490,3.5976,0.00243396,0.1002,2059.05,834600960
8500,3.6246,0.002414299,0.0933,6800.55,835584000
8510,3.1858,0.002394709,0.0944,2062.22,836567040
8520,3.4541,0.00237519,0.0954,2061.9,837550080
8530,3.2359,0.002355742,0.0963,2061.73,838533120
8540,3.2419,0.002336366,0.0971,2062.99,839516160
8550,2.8462,0.002317061,0.0979,2063.64,840499200
8560,3.1201,0.002297827,0.0985,2063.41,841482240
8570,2.6307,0.002278666,0.0991,2062.84,842465280
8580,4.0549,0.002259577,0.0996,2062.53,843448320
8590,3.4525,0.00224056,0.1001,2064.02,844431360
8600,3.6247,0.002221616,0.093,7314.71,845414400
8610,3.2727,0.002202744,0.0942,2054.85,846397440
8620,3.2674,0.002183945,0.0952,2057.63,847380480
8630,3.7991,0.002165219,0.0962,2057.13,848363520
8640,3.5876,0.002146566,0.097,2056.94,849346560
8650,3.3689,0.002127987,0.0978,2058.23,850329600
8660,3.349,0.002109481,0.0985,2058.58,851312640
8670,3.0253,0.002091049,0.0991,2059.08,852295680
8680,3.4024,0.00207269,0.0996,2058.54,853278720
8690,3.315,0.002054406,0.1001,2059.16,854261760
8700,3.4451,0.002036196,0.0945,4876.12,855244800
8710,3.274,0.00201806,0.0955,2058.1,856227840
8720,3.0683,0.001999999,0.0964,2058.88,857210880
8730,2.9559,0.001982012,0.0973,2059.22,858193920
8740,4.0409,0.001964101,0.098,2059.12,859176960
8750,2.8705,0.001946264,0.0986,2059.67,860160000
8760,3.5912,0.001928502,0.0992,2059.23,861143040
8770,3.5889,0.001910816,0.0998,2059.76,862126080
8780,3.5214,0.001893206,0.1002,2059.45,863109120
8790,3.4118,0.001875671,0.1007,2058.69,864092160
8800,3.6496,0.001858212,0.0938,6772.46,865075200
8810,3.3916,0.001840829,0.0949,2056.51,866058240
8820,3.8241,0.001823522,0.0958,2058.12,867041280
8830,3.4262,0.001806292,0.0967,2057.9,868024320
8840,3.5904,0.001789138,0.0975,2059.44,869007360
8850,3.6593,0.001772061,0.0982,2059.09,869990400
8860,3.4527,0.00175506,0.0988,2060.23,870973440
8870,3.6723,0.001738137,0.0994,2059.64,871956480
8880,3.525,0.00172129,0.0999,2059.06,872939520
8890,3.1936,0.001704521,0.1004,2059.71,873922560
8900,3.2662,0.00168783,0.0935,6882.1,874905600
8910,2.7325,0.001671216,0.0946,2061.55,875888640
8920,3.3111,0.00165468,0.0956,2061.58,876871680
8930,3.5573,0.001638221,0.0964,2062.3,877854720
8940,3.5181,0.001621841,0.0972,2062.48,878837760
8950,3.7824,0.001605539,0.0979,2063.9,879820800
8960,3.3754,0.001589316,0.0986,2062.3,880803840
8970,3.4776,0.00157317,0.0992,2062.55,881786880
8980,3.5533,0.001557104,0.0997,2062.56,882769920
8990,3.0598,0.001541116,0.1002,2062.82,883752960
9000,3.6089,0.0008035503,-1.0,7083.46,884736000
9010,3.3418,0.0007913626,0.1052,2047.5,885719040
9020,3.3425,0.0007792718,0.1051,2051.94,886702080
9030,2.8483,0.0007672781,0.1051,2057.33,887685120
9040,3.5221,0.0007553815,0.105,2058.6,888668160
9050,3.3181,0.0007435821,0.105,2058.94,889651200
9060,3.1422,0.0007318802,0.1049,2059.28,890634240
9070,3.3095,0.0007202759,0.1049,2059.75,891617280
9080,3.0514,0.0007087691,0.1049,2059.35,892600320
9090,3.1171,0.0006973602,0.1048,2060.4,893583360
9100,3.0071,0.0006860492,0.0975,6930.66,894566400
9110,4.0347,0.0006748361,0.0982,2054.26,895549440
9120,3.2837,0.0006637212,0.0989,2054.42,896532480
9130,3.3887,0.0006527046,0.0994,2054.37,897515520
9140,3.0791,0.0006417863,0.1,2054.7,898498560
9150,3.7162,0.0006309664,0.1005,2055.13,899481600
9160,3.5085,0.0006202452,0.1009,2055.48,900464640
9170,3.0362,0.0006096227,0.1013,2055.36,901447680
9180,3.2123,0.000599099,0.1016,2055.75,902430720
9190,3.6143,0.0005886742,0.1019,2055.21,903413760
9200,3.4929,0.0005783485,0.0949,6808.65,904396800
9210,3.4555,0.0005681219,0.0959,2054.79,905379840
9220,3.0882,0.0005579945,0.0968,2055.12,906362880
9230,2.8679,0.0005479665,0.0976,2055.11,907345920
9240,3.0754,0.000538038,0.0983,2054.67,908328960
9250,3.1492,0.000528209,0.0989,2054.87,909312000
9260,3.3565,0.0005184797,0.0995,2056.04,910295040
9270,3.4431,0.0005088502,0.1,2056.0,911278080
9280,3.2892,0.0004993206,0.1005,2055.96,912261120
9290,3.4442,0.0004898909,0.1009,2055.63,913244160
9300,3.6324,0.0004805613,0.094,6845.18,914227200
9310,3.0264,0.0004713318,0.095,2059.68,915210240
9320,3.223,0.0004622027,0.096,2059.61,916193280
9330,2.9492,0.0004531739,0.0968,2060.51,917176320
9340,2.9377,0.0004442455,0.0976,2059.93,918159360
9350,3.2078,0.0004354177,0.0983,2061.02,919142400
9360,3.4398,0.0004266905,0.0989,2059.62,920125440
9370,3.5588,0.0004180641,0.0995,2060.05,921108480
9380,3.4746,0.0004095385,0.1,2060.73,922091520
9390,3.0965,0.0004011138,0.1004,2059.52,923074560
9400,3.0924,0.0003927901,0.0948,4878.0,924057600
9410,3.2799,0.0003845675,0.0958,2059.82,925040640
9420,2.7038,0.0003764461,0.0967,2060.24,926023680
9430,2.8322,0.0003684259,0.0974,2059.71,927006720
9440,3.5824,0.0003605071,0.0981,2060.08,927989760
9450,2.7029,0.0003526897,0.0988,2059.52,928972800
9460,3.6233,0.0003449739,0.0994,2059.65,929955840
9470,3.1366,0.0003373596,0.0999,2059.52,930938880
9480,2.7061,0.000329847,0.1003,2060.09,931921920
9490,3.3804,0.0003224361,0.1008,2060.09,932904960
9500,3.5519,0.0003151271,0.0938,6980.25,933888000
9510,3.2213,0.0003079199,0.0949,2053.98,934871040
9520,3.3115,0.0003008148,0.0959,2054.41,935854080
9530,3.4771,0.0002938117,0.0968,2054.72,936837120
9540,3.647,0.0002869107,0.0976,2053.94,937820160
9550,3.3228,0.000280112,0.0983,2054.95,938803200
9560,2.8347,0.0002734155,0.0989,2055.22,939786240
9570,3.557,0.0002668213,0.0995,2055.12,940769280
9580,3.5955,0.0002603296,0.1,2054.71,941752320
9590,3.6898,0.0002539403,0.1005,2055.4,942735360
9600,3.4849,0.0002476536,0.0949,4869.65,943718400
9610,3.436,0.0002414695,0.0959,2054.95,944701440
9620,3.3392,0.000235388,0.0968,2054.81,945684480
9630,3.4915,0.0002294094,0.0976,2055.36,946667520
9640,3.3688,0.0002235335,0.0983,2054.98,947650560
9650,3.4212,0.0002177605,0.0989,2055.25,948633600
9660,2.6278,0.0002120904,0.0995,2054.9,949616640
9670,3.2131,0.0002065232,0.1,2054.99,950599680
9680,3.4265,0.0002010592,0.1005,2054.03,951582720
9690,3.3143,0.0001956982,0.101,2053.98,952565760
9700,3.5079,0.0001904404,0.0953,4867.65,953548800
9710,3.3616,0.0001852858,0.0962,2055.08,954531840
9720,3.2256,0.0001802345,0.0971,2054.99,955514880
9730,3.5824,0.0001752865,0.0978,2055.25,956497920
9740,3.3255,0.0001704418,0.0985,2054.71,957480960
9750,3.2107,0.0001657006,0.0992,2054.71,958464000
9760,3.5024,0.0001610629,0.0997,2054.45,959447040
9770,3.4745,0.0001565287,0.1002,2054.04,960430080
9780,2.6893,0.000152098,0.1007,2054.6,961413120
9790,3.5456,0.000147771,0.1011,2054.44,962396160
9800,3.3147,0.0001435476,0.0941,6861.6,963379200
9810,3.2983,0.0001394279,0.0952,2054.08,964362240
9820,3.1378,0.000135412,0.0962,2054.64,965345280
9830,3.2387,0.0001314998,0.097,2055.32,966328320
9840,3.5467,0.0001276915,0.0978,2054.57,967311360
9850,3.034,0.0001239871,0.0985,2053.96,968294400
9860,3.111,0.0001203866,0.0991,2054.6,969277440
9870,3.1355,0.00011689,0.0997,2053.75,970260480
9880,3.0565,0.0001134974,0.1002,2054.34,971243520
9890,3.3249,0.0001102088,0.1007,2054.93,972226560
9900,3.1522,0.0001070243,0.095,4866.98,973209600
9910,3.1729,0.0001039439,0.096,2054.72,974192640
9920,3.4769,0.0001009675,0.0969,2054.43,975175680
9930,3.5253,9.809537e-05,0.0977,2055.23,976158720
9940,3.5656,9.532738e-05,0.0984,2054.8,977141760
9950,3.5497,9.266361e-05,0.099,2054.73,978124800
9960,3.4936,9.010407e-05,0.0996,2054.73,979107840
9970,2.4926,8.76488e-05,0.1001,2055.48,980090880
9980,3.2454,8.529782e-05,0.1006,2054.58,981073920
