iter,train_loss,lr,mfu,dt_ms,tokens_seen
4640,4.3439,1.209753e-02,0.0054,4542.10,152043520
4650,4.4334,1.206544e-02,0.0055,4553.09,152371200
4660,4.3832,1.203332e-02,0.0055,4572.97,152698880
4670,4.2920,1.200118e-02,0.0056,4569.45,153026560
4680,4.7002,1.196902e-02,0.0056,4561.02,153354240
4690,4.7122,1.193684e-02,0.0056,4574.89,153681920
4700,4.2483,1.190463e-02,0.0052,25865.36,154009600
4710,4.3355,1.187241e-02,0.0053,4576.79,154337280
4720,4.5013,1.184017e-02,0.0053,4558.03,154664960
4730,4.5814,1.180791e-02,0.0054,4548.17,154992640
4740,4.5084,1.177563e-02,0.0054,4566.10,155320320
4750,4.2866,1.174333e-02,0.0055,4556.90,155648000
4760,4.3057,1.171101e-02,0.0055,4552.26,155975680
4770,4.4031,1.167867e-02,0.0056,4564.45,156303360
4780,5.3673,1.164631e-02,0.0056,4553.50,156631040
4790,4.2111,1.161394e-02,0.0056,4551.69,156958720
4800,4.5983,1.158155e-02,0.0052,25830.53,157286400
4810,4.4847,1.154915e-02,0.0053,4557.20,157614080
4820,4.4366,1.151672e-02,0.0053,4566.31,157941760
4830,4.3857,1.148428e-02,0.0054,4549.30,158269440
4840,4.4280,1.145183e-02,0.0054,4547.08,158597120
4850,4.8925,1.141936e-02,0.0055,4551.25,158924800
4860,4.5689,1.138688e-02,0.0055,4561.59,159252480
4870,4.3207,1.135438e-02,0.0056,4569.93,159580160
4880,4.2642,1.132186e-02,0.0056,4554.14,159907840
4890,4.4690,1.128933e-02,0.0056,4547.97,160235520
4900,4.3881,1.125679e-02,0.0052,25907.26,160563200
4910,3.8867,1.122424e-02,0.0053,4579.07,160890880
4920,4.1973,1.119167e-02,0.0053,4532.06,161218560
4930,4.3213,1.115909e-02,0.0054,4552.72,161546240
4940,4.3079,1.112650e-02,0.0054,4556.52,161873920
4950,4.2215,1.109389e-02,0.0055,4554.15,162201600
4960,4.3404,1.106128e-02,0.0055,4557.17,162529280
4970,4.3228,1.102865e-02,0.0056,4561.62,162856960
4980,4.5434,1.099601e-02,0.0056,4560.49,163184640
4990,4.2129,1.096336e-02,0.0056,4555.57,163512320
5000,4.2237,1.093070e-02,0.0052,25779.71,163840000
5010,4.4227,1.089804e-02,0.0053,4556.71,164167680
5020,4.6871,1.086536e-02,0.0053,4544.53,164495360
5030,4.5794,1.083267e-02,0.0054,4547.60,164823040
5040,4.1870,1.079998e-02,0.0054,4548.44,165150720
5050,4.5368,1.076727e-02,0.0055,4546.53,165478400
5060,4.4196,1.073456e-02,0.0055,4553.67,165806080
5070,4.3661,1.070184e-02,0.0056,4552.56,166133760
5080,4.1310,1.066911e-02,0.0056,4566.53,166461440
5090,4.4868,1.063638e-02,0.0056,4554.67,166789120
5100,4.5681,1.060364e-02,0.0052,25743.09,167116800
5110,4.1178,1.057089e-02,0.0053,4565.99,167444480
5120,4.5070,1.053814e-02,0.0053,4570.29,167772160
5130,4.2958,1.050538e-02,0.0054,4551.23,168099840
5140,4.3679,1.047262e-02,0.0054,4552.32,168427520
5150,4.3480,1.043985e-02,0.0055,4546.95,168755200
5160,4.3049,1.040708e-02,0.0055,4543.15,169082880
5170,4.3637,1.037431e-02,0.0056,4564.97,169410560
5180,4.3119,1.034153e-02,0.0056,4577.98,169738240
5190,4.6809,1.030874e-02,0.0056,4544.69,170065920
5200,4.6455,1.027596e-02,0.0052,25786.26,170393600
5210,4.5875,1.024317e-02,0.0053,4576.47,170721280
5220,4.6421,1.021038e-02,0.0053,4568.77,171048960
5230,4.3700,1.017758e-02,0.0054,4554.44,171376640
5240,4.3245,1.014479e-02,0.0054,4551.34,171704320
5250,4.5617,1.011199e-02,0.0055,4565.88,172032000
5260,4.4113,1.007920e-02,0.0055,4567.96,172359680
5270,4.3466,1.004640e-02,0.0056,4550.21,172687360
5280,4.2367,1.001360e-02,0.0056,4547.60,173015040
5290,4.1489,9.980804e-03,0.0056,4546.80,173342720
5300,4.6820,9.948007e-03,0.0052,25193.04,173670400
5310,4.2708,9.915211e-03,0.0053,4567.41,173998080
5320,4.3422,9.882416e-03,0.0053,4566.07,174325760
5330,4.1728,9.849623e-03,0.0054,4567.66,174653440
5340,4.4280,9.816832e-03,0.0054,4559.73,174981120
5350,4.5408,9.784043e-03,0.0055,4566.90,175308800
5360,4.4521,9.751257e-03,0.0055,4563.64,175636480
5370,4.4669,9.718474e-03,0.0056,4550.70,175964160
5380,4.2125,9.685694e-03,0.0056,4542.27,176291840
5390,4.0497,9.652918e-03,0.0056,4566.31,176619520
5400,4.4508,9.620146e-03,0.0052,25110.39,176947200
5410,4.4830,9.587378e-03,0.0053,4555.86,177274880
5420,4.2832,9.554616e-03,0.0053,4549.27,177602560
5430,4.4322,9.521858e-03,0.0054,4557.37,177930240
5440,4.6360,9.489106e-03,0.0054,4556.39,178257920
5450,4.5243,9.456360e-03,0.0055,4559.06,178585600
5460,4.6737,9.423619e-03,0.0055,4552.06,178913280
5470,4.4610,9.390886e-03,0.0056,4564.43,179240960
5480,4.1866,9.358159e-03,0.0056,4566.24,179568640
5490,4.4938,9.325440e-03,0.0056,4578.34,179896320
5500,4.0853,9.292728e-03,0.0052,25772.45,180224000
5510,4.2380,9.260025e-03,0.0053,4539.39,180551680
5520,4.0371,9.227329e-03,0.0053,4558.54,180879360
5530,4.2862,9.194642e-03,0.0054,4565.96,181207040
5540,4.2983,9.161965e-03,0.0054,4553.14,181534720
5550,4.3517,9.129297e-03,0.0055,4554.52,181862400
5560,4.4189,9.096638e-03,0.0055,4550.38,182190080
5570,4.1292,9.063990e-03,0.0056,4572.97,182517760
5580,4.3479,9.031352e-03,0.0056,4541.92,182845440
5590,4.4598,8.998724e-03,0.0056,4549.63,183173120
5600,4.3273,8.966108e-03,0.0052,25634.09,183500800
5610,4.2982,8.933504e-03,0.0053,4546.24,183828480
5620,4.6443,8.900911e-03,0.0053,4555.89,184156160
5630,4.0414,8.868331e-03,0.0054,4576.43,184483840
5640,4.0646,8.835763e-03,0.0054,4554.23,184811520
5650,4.4278,8.803208e-03,0.0055,4549.11,185139200
5660,4.1927,8.770667e-03,0.0055,4564.74,185466880
5670,4.4942,8.738139e-03,0.0056,4553.22,185794560
5680,4.0588,8.705625e-03,0.0056,4568.96,186122240
5690,4.0145,8.673125e-03,0.0056,4553.85,186449920
5700,4.4093,8.640640e-03,0.0052,25232.85,186777600
5710,4.5108,8.608170e-03,0.0053,4554.53,187105280
5720,4.3513,8.575715e-03,0.0053,4551.19,187432960
5730,4.0851,8.543276e-03,0.0054,4552.44,187760640
5740,4.1779,8.510854e-03,0.0054,4556.05,188088320
5750,4.1305,8.478447e-03,0.0055,4558.76,188416000
5760,4.4363,8.446058e-03,0.0055,4550.97,188743680
5770,4.4881,8.413685e-03,0.0056,4547.94,189071360
5780,4.3144,8.381331e-03,0.0056,4556.43,189399040
5790,4.3413,8.348993e-03,0.0057,4547.48,189726720
5800,4.2163,8.316675e-03,0.0052,25659.77,190054400
5810,4.0057,8.284374e-03,0.0053,4555.92,190382080
5820,3.9229,8.252093e-03,0.0053,4555.10,190709760
5830,4.5993,8.219831e-03,0.0054,4553.73,191037440
5840,4.1417,8.187588e-03,0.0054,4563.65,191365120
5850,4.3158,8.155365e-03,0.0055,4545.49,191692800
5860,4.2126,8.123163e-03,0.0055,4553.56,192020480
5870,3.7493,8.090981e-03,0.0056,4564.30,192348160
5880,4.0071,8.058820e-03,0.0056,4557.28,192675840
5890,4.5815,8.026681e-03,0.0056,4554.40,193003520
5900,4.5988,7.994563e-03,0.0052,25203.70,193331200
5910,4.4791,7.962468e-03,0.0053,4550.21,193658880
5920,4.1991,7.930394e-03,0.0053,4554.62,193986560
5930,4.2302,7.898344e-03,0.0054,4563.02,194314240
5940,4.2357,7.866316e-03,0.0054,4550.99,194641920
5950,4.4660,7.834312e-03,0.0055,4557.69,194969600
5960,4.2699,7.802331e-03,0.0055,4538.00,195297280
5970,4.2358,7.770375e-03,0.0056,4553.16,195624960
5980,4.1292,7.738443e-03,0.0056,4552.70,195952640
5990,4.2479,7.706536e-03,0.0057,4549.14,196280320
6000,4.3021,7.674654e-03,0.0052,25555.68,196608000
6010,4.2801,7.642798e-03,0.0053,4559.40,196935680
6020,4.1667,7.610967e-03,0.0053,4557.08,197263360
6030,3.7109,7.579163e-03,0.0054,4567.71,197591040
6040,4.1220,7.547385e-03,0.0054,4566.11,197918720
6050,4.4940,7.515634e-03,0.0055,4556.31,198246400
6060,4.1220,7.483910e-03,0.0055,4554.35,198574080
6070,4.1043,7.452214e-03,0.0056,4548.25,198901760
6080,4.2987,7.420546e-03,0.0056,4545.14,199229440
6090,4.1581,7.388906e-03,0.0056,4560.11,199557120
6100,4.1185,7.357294e-03,0.0052,25806.94,199884800
6110,4.6530,7.325712e-03,0.0053,4547.45,200212480
6120,4.2632,7.294158e-03,0.0053,4545.91,200540160
6130,4.3083,7.262635e-03,0.0054,4567.59,200867840
6140,4.1187,7.231141e-03,0.0054,4567.32,201195520
6150,4.5372,7.199677e-03,0.0055,4558.78,201523200
6160,4.0703,7.168244e-03,0.0055,4561.20,201850880
6170,3.9926,7.136843e-03,0.0056,4568.49,202178560
6180,3.9610,7.105472e-03,0.0056,4557.01,202506240
6190,3.9164,7.074133e-03,0.0056,4555.72,202833920
6200,4.1368,7.042826e-03,0.0052,25823.18,203161600
6210,4.1288,7.011551e-03,0.0053,4546.62,203489280
6220,4.0147,6.980310e-03,0.0053,4544.38,203816960
6230,4.1379,6.949101e-03,0.0054,4551.98,204144640
6240,4.1348,6.917925e-03,0.0054,4548.20,204472320
6250,3.9910,6.886783e-03,0.0055,4554.01,204800000
6260,4.4341,6.855675e-03,0.0055,4555.08,205127680
6270,4.2236,6.824602e-03,0.0056,4548.62,205455360
6280,4.2471,6.793563e-03,0.0056,4546.25,205783040
6290,4.3450,6.762559e-03,0.0057,4555.81,206110720
6300,4.2192,6.731590e-03,0.0052,25664.15,206438400
6310,4.0309,6.700657e-03,0.0053,4544.40,206766080
6320,3.9606,6.669761e-03,0.0053,4557.35,207093760
6330,4.2014,6.638900e-03,0.0054,4550.37,207421440
6340,4.3042,6.608077e-03,0.0054,4557.03,207749120
6350,4.1883,6.577290e-03,0.0055,4548.13,208076800
6360,4.5659,6.546541e-03,0.0055,4550.81,208404480
6370,4.0406,6.515829e-03,0.0056,4540.20,208732160
6380,4.0606,6.485155e-03,0.0056,4550.14,209059840
6390,4.2492,6.454520e-03,0.0057,4552.40,209387520
6400,4.2713,6.423924e-03,0.0052,25167.87,209715200
6410,4.1087,6.393366e-03,0.0053,4549.35,210042880
6420,4.3491,6.362848e-03,0.0053,4561.29,210370560
6430,4.2917,6.332369e-03,0.0054,4556.52,210698240
6440,4.3456,6.301931e-03,0.0055,4552.30,211025920
6450,4.1413,6.271533e-03,0.0055,4545.50,211353600
6460,4.2314,6.241175e-03,0.0055,4549.33,211681280
6470,4.0211,6.210859e-03,0.0056,4550.72,212008960
6480,3.9774,6.180584e-03,0.0056,4555.83,212336640
6490,4.3509,6.150350e-03,0.0057,4547.16,212664320
6500,4.4221,6.120159e-03,0.0052,25645.92,212992000
6510,4.3449,6.090010e-03,0.0053,4569.66,213319680
6520,4.0592,6.059903e-03,0.0053,4544.87,213647360
6530,3.9404,6.029840e-03,0.0054,4555.33,213975040
6540,4.0987,5.999819e-03,0.0055,4550.67,214302720
6550,3.9484,5.969843e-03,0.0055,4560.85,214630400
6560,3.7965,5.939910e-03,0.0055,4553.38,214958080
6570,4.2597,5.910021e-03,0.0056,4552.53,215285760
6580,4.3182,5.880178e-03,0.0056,4545.31,215613440
6590,4.0722,5.850379e-03,0.0057,4554.59,215941120
6600,4.0060,5.820625e-03,0.0052,25151.01,216268800
6610,4.5069,5.790917e-03,0.0053,4550.85,216596480
6620,4.4413,5.761254e-03,0.0053,4535.90,216924160
6630,4.2088,5.731638e-03,0.0054,4557.81,217251840
6640,4.1476,5.702069e-03,0.0055,4548.83,217579520
6650,4.1103,5.672546e-03,0.0055,4551.53,217907200
6660,4.3927,5.643070e-03,0.0055,4555.93,218234880
6670,3.9304,5.613642e-03,0.0056,4551.91,218562560
6680,4.1747,5.584262e-03,0.0056,4569.06,218890240
6690,3.9692,5.554929e-03,0.0057,4554.40,219217920
6700,4.2393,5.525646e-03,0.0052,25128.33,219545600
6710,3.9103,5.496411e-03,0.0053,4565.24,219873280
6720,4.1522,5.467225e-03,0.0053,4557.21,220200960
6730,4.0858,5.438088e-03,0.0054,4553.06,220528640
6740,3.9716,5.409001e-03,0.0055,4550.25,220856320
6750,4.1316,5.379964e-03,0.0055,4567.08,221184000
6760,4.0784,5.350977e-03,0.0055,4558.08,221511680
6770,3.8274,5.322041e-03,0.0056,4563.67,221839360
6780,4.2578,5.293156e-03,0.0056,4559.37,222167040
6790,4.1944,5.264323e-03,0.0056,4544.19,222494720
6800,3.7558,5.235540e-03,0.0052,25617.55,222822400
6810,3.9682,5.206810e-03,0.0053,4563.13,223150080
6820,4.2145,5.178132e-03,0.0053,4560.79,223477760
6830,3.8156,5.149506e-03,0.0054,4548.08,223805440
6840,4.2241,5.120934e-03,0.0054,4557.07,224133120
6850,4.2289,5.092414e-03,0.0055,4546.87,224460800
6860,4.2622,5.063948e-03,0.0055,4556.61,224788480
6870,4.4113,5.035535e-03,0.0056,4548.06,225116160
6880,3.9472,5.007177e-03,0.0056,4548.14,225443840
6890,3.9483,4.978873e-03,0.0056,4570.58,225771520
6900,4.0850,4.950623e-03,0.0052,25709.01,226099200
6910,4.0030,4.922429e-03,0.0053,4553.30,226426880
6920,4.4427,4.894289e-03,0.0053,4551.93,226754560
6930,4.4299,4.866206e-03,0.0054,4557.33,227082240
6940,3.9956,4.838178e-03,0.0054,4566.44,227409920
6950,3.7342,4.810207e-03,0.0055,4544.83,227737600
6960,4.0745,4.782292e-03,0.0055,4545.02,228065280
6970,4.3911,4.754433e-03,0.0056,4550.08,228392960
6980,4.0351,4.726632e-03,0.0056,4547.43,228720640
6990,4.0662,4.698888e-03,0.0057,4560.45,229048320
7000,4.1677,4.671202e-03,0.0052,25752.83,229376000
7010,3.8766,4.643574e-03,0.0053,4565.15,229703680
7020,3.9609,4.616004e-03,0.0053,4567.03,230031360
7030,3.7028,4.588493e-03,0.0054,4573.25,230359040
7040,4.4946,4.561041e-03,0.0054,4553.93,230686720
7050,4.1434,4.533647e-03,0.0055,4562.64,231014400
7060,3.9229,4.506314e-03,0.0055,4551.24,231342080
7070,4.0004,4.479040e-03,0.0056,4556.81,231669760
7080,4.0855,4.451826e-03,0.0056,4551.23,231997440
7090,4.0229,4.424672e-03,0.0056,4549.22,232325120
7100,3.9181,4.397580e-03,0.0052,25833.42,232652800
7110,4.0516,4.370548e-03,0.0053,4570.46,232980480
7120,4.2658,4.343577e-03,0.0053,4550.08,233308160
7130,3.8318,4.316668e-03,0.0054,4557.84,233635840
7140,3.9615,4.289821e-03,0.0054,4555.74,233963520
7150,4.2275,4.263036e-03,0.0055,4573.95,234291200
7160,3.7026,4.236313e-03,0.0055,4551.40,234618880
7170,4.4512,4.209653e-03,0.0056,4552.40,234946560
7180,4.1791,4.183056e-03,0.0056,4569.52,235274240
7190,4.0627,4.156522e-03,0.0056,4548.86,235601920
7200,4.0859,4.130052e-03,0.0052,25726.07,235929600
7210,4.3744,4.103645e-03,0.0053,4568.64,236257280
7220,4.3518,4.077303e-03,0.0053,4561.82,236584960
7230,4.0357,4.051025e-03,0.0054,4540.24,236912640
7240,3.7136,4.024812e-03,0.0054,4555.21,237240320
7250,4.1122,3.998664e-03,0.0055,4563.12,237568000
7260,4.2736,3.972581e-03,0.0055,4551.00,237895680
7270,4.0536,3.946564e-03,0.0056,4578.57,238223360
7280,4.1657,3.920613e-03,0.0056,4548.85,238551040
7290,3.8339,3.894727e-03,0.0056,4565.15,238878720
7300,4.1726,3.868908e-03,0.0052,25173.28,239206400
7310,3.9939,3.843156e-03,0.0053,4556.41,239534080
7320,3.9882,3.817471e-03,0.0053,4567.31,239861760
7330,3.9861,3.791852e-03,0.0054,4555.54,240189440
7340,4.0999,3.766302e-03,0.0054,4564.12,240517120
7350,4.0689,3.740819e-03,0.0055,4550.37,240844800
7360,3.8497,3.715404e-03,0.0055,4551.07,241172480
7370,4.0972,3.690058e-03,0.0056,4554.96,241500160
7380,4.1416,3.664780e-03,0.0056,4556.55,241827840
7390,4.0921,3.639571e-03,0.0056,4546.31,242155520
7400,3.9525,3.614431e-03,0.0052,25622.97,242483200
7410,4.1537,3.589361e-03,0.0053,4550.56,242810880
7420,4.2975,3.564360e-03,0.0053,4545.96,243138560
7430,4.0264,3.539429e-03,0.0054,4565.09,243466240
7440,4.1394,3.514569e-03,0.0054,4566.95,243793920
7450,4.3852,3.489779e-03,0.0055,4552.09,244121600
7460,3.9508,3.465060e-03,0.0055,4558.52,244449280
7470,3.9979,3.440412e-03,0.0056,4543.32,244776960
7480,3.8809,3.415835e-03,0.0056,4550.75,245104640
7490,4.1073,3.391330e-03,0.0057,4544.97,245432320
7500,3.8290,3.366896e-03,0.0052,25620.02,245760000
7510,4.1562,3.342535e-03,0.0053,4550.70,246087680
7520,4.1800,3.318246e-03,0.0053,4551.16,246415360
7530,3.8920,3.294030e-03,0.0054,4546.01,246743040
7540,4.0497,3.269886e-03,0.0055,4548.78,247070720
7550,4.1295,3.245816e-03,0.0055,4549.35,247398400
7560,4.1753,3.221819e-03,0.0055,4561.51,247726080
7570,4.0221,3.197896e-03,0.0056,4548.94,248053760
7580,3.8762,3.174047e-03,0.0056,4556.32,248381440
7590,3.9349,3.150272e-03,0.0057,4559.72,248709120
7600,4.1573,3.126571e-03,0.0052,25698.53,249036800
7610,3.9656,3.102945e-03,0.0053,4546.62,249364480
7620,3.9803,3.079395e-03,0.0053,4551.88,249692160
7630,3.8310,3.055919e-03,0.0054,4564.53,250019840
7640,4.1229,3.032519e-03,0.0054,4552.11,250347520
7650,4.0998,3.009194e-03,0.0055,4553.66,250675200
7660,3.8240,2.985946e-03,0.0055,4554.96,251002880
7670,4.0745,2.962773e-03,0.0056,4551.91,251330560
7680,4.1555,2.939678e-03,0.0056,4562.22,251658240
7690,3.9204,2.916658e-03,0.0057,4539.93,251985920
7700,4.1048,2.893716e-03,0.0052,25202.15,252313600
7710,4.1989,2.870851e-03,0.0053,4559.43,252641280
7720,4.0309,2.848064e-03,0.0053,4547.70,252968960
7730,3.7441,2.825354e-03,0.0054,4554.79,253296640
7740,4.2596,2.802723e-03,0.0055,4549.94,253624320
7750,4.2965,2.780169e-03,0.0055,4554.47,253952000
7760,4.0041,2.757694e-03,0.0055,4553.86,254279680
7770,3.9672,2.735298e-03,0.0056,4555.66,254607360
7780,4.3726,2.712980e-03,0.0056,4542.98,254935040
7790,3.9229,2.690742e-03,0.0057,4562.60,255262720
7800,4.1449,2.668583e-03,0.0052,25702.47,255590400
7810,4.1729,2.646504e-03,0.0053,4566.74,255918080
7820,3.8081,2.624505e-03,0.0053,4560.64,256245760
7830,3.8049,2.602586e-03,0.0054,4572.05,256573440
7840,3.9777,2.580747e-03,0.0054,4568.69,256901120
7850,4.1816,2.558989e-03,0.0055,4553.06,257228800
7860,4.1250,2.537312e-03,0.0055,4550.55,257556480
7870,4.3339,2.515715e-03,0.0056,4574.78,257884160
7880,3.6203,2.494201e-03,0.0056,4567.39,258211840
7890,3.9968,2.472767e-03,0.0056,4548.99,258539520
7900,3.8898,2.451416e-03,0.0052,25688.38,258867200
7910,4.1068,2.430146e-03,0.0053,4557.65,259194880
7920,3.9304,2.408959e-03,0.0053,4556.46,259522560
7930,3.9433,2.387854e-03,0.0054,4550.99,259850240
7940,3.8923,2.366832e-03,0.0054,4561.63,260177920
7950,3.9903,2.345893e-03,0.0055,4561.07,260505600
7960,3.9987,2.325037e-03,0.0055,4561.44,260833280
7970,3.7831,2.304264e-03,0.0056,4562.51,261160960
7980,4.1771,2.283575e-03,0.0056,4558.33,261488640
7990,4.1864,2.262970e-03,0.0056,4555.48,261816320
8000,3.8278,2.242449e-03,0.0052,25713.35,262144000
8010,4.0182,2.222012e-03,0.0053,4566.86,262471680
8020,3.7399,2.201659e-03,0.0053,4563.65,262799360
8030,4.1357,2.181392e-03,0.0054,4554.53,263127040
8040,3.6558,2.161209e-03,0.0054,4563.16,263454720
8050,4.1365,2.141111e-03,0.0055,4546.55,263782400
8060,3.8262,2.121099e-03,0.0055,4553.49,264110080
8070,3.8929,2.101173e-03,0.0056,4557.75,264437760
8080,3.8555,2.081332e-03,0.0056,4556.68,264765440
8090,4.3015,2.061577e-03,0.0056,4550.13,265093120
8100,4.1563,2.041908e-03,0.0052,25182.77,265420800
8110,4.1375,2.022326e-03,0.0053,4560.76,265748480
8120,4.0044,2.002831e-03,0.0053,4563.09,266076160
8130,3.7423,1.983422e-03,0.0054,4560.27,266403840
8140,3.9615,1.964101e-03,0.0054,4561.64,266731520
8150,4.2382,1.944866e-03,0.0055,4558.35,267059200
8160,4.0028,1.925720e-03,0.0055,4549.97,267386880
8170,3.8651,1.906661e-03,0.0056,4570.18,267714560
8180,3.5574,1.887689e-03,0.0056,4558.76,268042240
